Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
204,vIccvRra31,Cassandra Owens,Wayne,Knight,Rollins-Shaffer,666.383.4898x067,844-551-6695,holtjoel@hahn.com,ariel72@newman.info,https://www.sullivan-raymond.org/,Podcast,Proposal Sent,Help within feel company catch body today claim.
205,XHVjAy6a7i,Joseph Cummings,Heather,Houston,"Suarez, Woodard and Gaines",(294)770-6479x4865,481.884.7083x53774,cboyle@estes-fischer.org,vcardenas@downs.com,http://huber.com/,Facebook Ads,Qualified,Heavy close player contain.
206,RbLjqfAHgO,Charlene Fernandez,Kurt,Roy,Hayden PLC,519-227-4985,477-850-9951x43264,lisaespinoza@gallagher.com,adam10@shah.biz,http://cantrell.info/,Google Ads,Closed Lost,Record south it model city coach.
207,H5h7hrlB0L,Jared Tyler,Madeline,Mitchell,"Fitzpatrick, Lindsey and Mercer",894.835.2088,938.898.4789x4518,wsanders+zmiddleton@townsend.com,williamsonroberto@wiley-stephenson.net,https://www.sexton-marsh.com/,Facebook Ads,Proposal Sent,Environmental reveal million relate.
208,sRs6I70lfC,Rodney Key,Jeanne,Brooks,Hahn Ltd,842-643-1640,(867)235-9750x4445,erivers@morales.com,franklinsean@pugh-mooney.org,https://www.peterson.com/,Chatbot,Negotiation,Right story democratic case goal.
209,MLGHHrXRU9,Tamara Bradford,Lauren,Boyle,Garner-Cortez,001-606-902-8703x510,(666)495-4367,lloydcassidy@strong-keith.info,nolanmeredith@houston.com,http://www.montoya.net/,Social Media,Closed Lost,Like decision establish feeling.
210,58KdTlmhbd,Melinda Mccann,Loretta,Jefferson,Holder-Blankenship,590-253-9880,8196194453,prestonbrandon@lyons.com,russellvelez@morton.biz,https://www.lane-whitehead.com/,Social Media,Disqualified,Prove there black ready somebody.
211,47SAnFye1L,Sandy Fletcher,Caleb,Everett,Cisneros-Hickman,001-987-951-6331x7193,(499)564-8355x80895,esanchez@whitehead.com,noahjensen@daniel-garcia.net,https://www.blair.com/,Social Media,Contacted,Wrong artist media.
212,xalg25c9Ik,Mikayla Melton,Carolyn,Lindsey,"Richardson, Macdonald and Rowe",001-416-800-1807x09865,603-983-0529x94219,stantonmegan@perry.com,janeduran@tapia.com,http://oneill.com/,Other,Re-engagement,Discussion respond test although fight.
213,mreOv0Bj9K,Ross Wolf,Andre,Pollard,Sutton-Sellers,001-301-389-1617x45712,(507)771-7736,caleb95@tapia.com,leahnovak@cobb-lee.com,http://www.fischer.com/,Facebook Ads,Contacted,High move start meeting many.
214,keek3zCuJy,Melissa Morris,Katherine,Lang,"Osborn, Todd and Byrd",500.870.9584,+1-603-454-8008x8136,jeromecameron@fitzgerald-lynch.biz,ccross@murray-garza.com,https://oneal.com/,Other,Contacted,Fast just theory sit call.
215,N1QsCaeYK1,Jaclyn Richardson,Terri,Davidson,"Phillips, Kaiser and Hardin",837-651-9982x10296,(970)372-4909x452,brandonsalazar@kline.info,jmurray@lloyd.com,http://glenn.info/,Retargeting Ads,Closed Lost,Anyone east modern picture send.
216,KwxbZHkOAZ,Garrett Kline,Sean,Harper,Bush-Cantrell,5464470668,(702)925-6270x94449,kbates@lin-roberts.com,shaunnixon@joseph.com,http://www.acevedo-murray.com/,Trade Show,Closed Lost,Congress that whole national.
217,U4olvjrckx,Judy Sexton,Elizabeth,Wiggins,Mccormick PLC,657-704-1262x0021,5449778401,jeff20@swanson.com,proy@mckenzie.com,http://www.sims.net/,Facebook Ads,Re-engagement,Hour leave hear century.
218,YStbLTaUgo,Rachel Bautista,Lorraine,Dennis,Parsons-Russell,905.276.0919x93761,258.650.9643x95086,tjames+lloydjasmin@oliver-wu.com,pabbott@francis.com,http://rasmussen.com/,Chatbot,Closed Won,Control adult play.
219,6s0cW0WQPd,Makayla Dillon,Jerome,Patrick,Walters LLC,+1-590-948-1880x4399,+1-560-670-5483x27210,emathis@fields.com,nbond@rangel.com,http://www.navarro.com/,Podcast,New Lead,Institution most nothing share.
220,3WfFaNOcvn,Lacey Evans,Hunter,Caldwell,"Conner, Mooney and Harmon",001-594-244-3571x505,(602)623-3419,andrewleon@blankenship.info,mckinneyjerry@mccall.com,https://www.neal.com/,Cold Call,New Lead,Something bit issue special season pretty.
221,dqgSh52YZH,Sonya Pearson,Tim,Simpson,Li PLC,546.547.7339x1260,001-238-883-4635x88666,katrinakaiser@meyers-fitzpatrick.biz,cochranshaun@nguyen.com,http://www.greene.com/,Google Ads,Qualified,Thank miss friend very.
222,jGuZJGvtz4,Judy Novak,Rachel,Wilcox,Foster and Sons,(503)411-8861x2810,001-353-411-0560,kerryhorton@bradley.info,sherri20@freeman.com,https://diaz.net/,Other,New Lead,Loss process drug only such push team.
223,bC5cjIlDgz,Rebekah Hubbard,Shannon,G.,"Carter, Beasley and Holmes",532-488-7119x29107,342.592.4899x03831,danielle31@melton.com,loriboyer+brianadixon@wheeler.com,http://wall-andersen.com/,Content Marketing,Re-engagement,Up now drug street natural they.
224,XN1FM31icm,Chelsey Downs,Sheri,N.,Dorsey Ltd,(530)867-0261x6244,+1-721-626-4676x27287,pnash+rickeyschmitt@haley.com,delacruzjeff@allison.info,http://www.branch.com/,Webinars,Negotiation,Guess those talk spring.
225,i6sl367aHE,Dawn Haney,Max,Hammond,Beck and Sons,001-855-672-9153x5900,339-774-8138x5102,tommy27@horne.com,stanleyrebecca@watkins-meyer.com,http://caldwell.com/,Trade Show,Qualified,Realize baby majority nice.
226,H2jxIHms5E,Keith Murillo,Andrea,Austin,"Good, Arnold and Guerrero",687.368.7854x229,001-947-560-3474x9474,iperry@ruiz-bolton.info,bradleygabriela@munoz-frost.com,http://www.hicks.info/,Organic Search (SEO),Re-engagement,Particular adult road health only.
227,hLjVD4hYPe,Albert Rosales,Miguel,Strong,Brown Group,+1-553-689-1384x62624,(722)392-0482,rogerbarton@collier.biz,wlin+cassandrabowman@case-benson.com,https://www.arroyo.info/,Trade Show,Negotiation,Politics about agree risk approach imagine like.
228,8OLXSrZkzv,Patrick Gould,Tracie,Rivas,"Beck, Mccann and Moses",(580)713-5771x13848,867.259.5872x7975,dorseynathaniel@wiley-harding.biz,blairkaylee@montgomery-gentry.com,https://www.chang-pruitt.com/,Referral,Qualified,Century interest try every identify present career increase.
229,obD4pD9U1r,Lori Craig,Summer,Harding,Walls and Sons,865-936-3047x670,713-245-2285x84217,gabrielaraymond@hooper-steele.com,richardevan@carlson.com,https://www.gilbert.info/,Partner Program,Proposal Sent,Approach collection available move common record.
230,NOq0r6JpLW,Shawna Gates,Sophia,Huber,Carr-Chung,(939)460-9130,604-335-6324x50619,riggsbrent@powers.biz,jay83@schmitt.com,https://burch-decker.org/,Content Marketing,Proposal Sent,Administration five letter discover mention score these.
231,a8rmfwQgCJ,Carol Huber,Lisa,Donaldson,Murillo-Burns,336-249-7299,458-363-1983x38976,wroach@soto.com,qmontoya@brown.com,http://george.org/,Cold Email,Contacted,Cause none then.
232,LzUN6wbjzk,Tony Mack,Emma,Simon,Salas Inc,(949)836-8983,001-505-540-2626x18615,traviselijah@bird.com,bradforddiamond+aharrell@cooke.net,https://young.com/,Networking Event,New Lead,But family would town.
233,zgXDrvzxGe,Albert Castro,Terry,Calhoun,Burnett Inc,001-507-287-9537x24820,545-851-8733,bcohen@cooke.com,ruizzoe@noble.com,https://www.lester.com/,Content Marketing,Closed Lost,Five ahead system degree number community if.
234,MxCJxxqggT,Jasmin Townsend,Chris,Orr,Moses-Gordon,001-869-779-6676x156,7039656027,froy@cantrell-patel.com,dudleynina@knox.org,https://matthews-henson.com/,Facebook Ads,Re-engagement,Thought try yeah right position past.
235,41IzodYI30,Jason Duffy,Clinton,Kaiser,Rowland-Combs,001-963-233-9924,(411)537-0037,iharper@odonnell-waller.com,melissa78@booth-kim.com,http://conrad.com/,Chatbot,Closed Won,Need nice purpose create hand quality author.
236,4xCfnCySeC,Tracy Miles,Derrick,S.,"Yu, Weeks and Walsh",001-989-436-5323x678,6412899720,angelica83@howe.info,terrygeorge+rolsen@mayo.info,http://www.bryant.org/,Content Marketing,Contacted,War society she address hundred always.
237,nd53VHl5Dp,Tami Gordon,Traci,Mcconnell,"Mcguire, Carroll and Atkinson",001-216-231-9367x940,788-307-8653x25574,riddlerebecca@edwards.com,colemanjohnny@kramer.info,https://gill.net/,Retargeting Ads,Closed Lost,Region seven forward be.
238,66eqquudWe,Sheila Gilmore,Ana,Austin,"Crane, Beasley and Jacobson",904.251.0922x8517,814.714.2273x075,davidchelsea@terry.info,shari70+yorkjustin@clements-leonard.com,https://browning.com/,Direct Traffic,Re-engagement,Other remain many mother current.
239,j5z1HlbXQX,Alvin Smith,Deborah,R.,"Yu, Andrade and Farmer",831.376.2168x878,529-778-1387x37357,singletonjared@paul-singh.com,raymond82@barber.net,http://copeland-robles.com/,Google Ads,Qualified,Choose member help accept artist with statement.
240,pWbvlWjDAU,Hunter Mcknight,Gabrielle,Bauer,Mclaughlin-Cortez,575.647.8545,+1-588-620-9246x39284,kristiegardner@velasquez.info,dferguson@flynn.com,http://www.walsh.biz/,Facebook Ads,Contacted,Play represent itself nature develop series town fear.
241,P7MpjiVYk4,Makayla Sosa,Collin,Salinas,Michael-Bean,230-409-2721x51420,522-497-4018,daughertycarla@schroeder.info,christian80@smith.com,https://levy.com/,Facebook Ads,Closed Lost,Yourself suddenly very ok pay best type organization.
242,iiAZGoknxG,Melvin Ho,Gwendolyn,York,Gates-Baldwin,426-488-9913x595,8702790551,gcrane@johns.com,alexa88@morton.info,http://www.hall.com/,Website Form,On Hold,Charge bed state although region provide.
243,dMq767bgSv,Bradley James,Sylvia,Alvarez,Hayden-Bonilla,(259)368-8759x576,001-686-205-7948,herbertfranco@perkins.com,sean13@schmitt.info,http://choi.com/,Website Form,Disqualified,Picture at news data college.
244,imMulVJ7gd,Haley Arias,Monique,Anthony,Miles Ltd,(702)656-7692x09423,460-480-5594,sylviadouglas@decker.com,fblake@hays-garrison.org,https://hudson.com/,Facebook Ads,Proposal Sent,Dream buy view you.
245,L9AYa4O6kp,Dennis Nelson,Nathan,Contreras,Hudson and Sons,(207)234-0003,001-508-782-2162x9238,ucaldwell@gray.com,sherry09@webb.com,http://ramos.com/,Networking Event,Re-engagement,Pass will board attention create likely as myself.
246,ENMN7rLEPU,Fernando Madden,Erik,Bowen,"Powers, Richards and Miller",(911)317-3278x209,001-723-869-4069x26331,xwillis@hays.net,sandersshelley@moon.com,http://www.gamble-hensley.info/,Retargeting Ads,New Lead,Pm however career.
247,CNiBudUIrI,Danielle Burch,Mallory,Holland,Dickson-Lawson,001-911-315-8560x66954,+1-803-942-4196,hdavies@simpson.net,haysjenna@frost.net,http://bentley-ritter.com/,Google Ads,Disqualified,Sense nearly home skin build study.
248,XZkCJwVM60,Cindy Douglas,Darren,Gaines,James-Sims,001-816-785-1049x088,+1-664-258-6225x6726,ffigueroa@figueroa.com,moratraci@david.info,https://freeman-robinson.net/,Retargeting Ads,Contacted,Describe be teacher number show but media.
249,YszkPnycRO,Sydney Montes,Molly,Shah,Dickson Group,523-998-4386x286,761-817-3508x3718,milessherri@mejia.biz,tuckerdaisy@norton.com,http://hahn-charles.biz/,Facebook Ads,Proposal Sent,Structure program beat remember night me serve.
250,sRs6I70lfC,Rodney Key,Jeanne,Brooks,Hahn Ltd,(867)235-9750x4445,842-643-1640,erivers@morales.com,franklinsean@pugh-mooney.org,http://www.peterson.com/,Chatbot,Negotiation,Suffer early attorney I wait born.
251,AzXX3v2B9r,Kristine Green,Jeff,Cuevas,Banks-Garner,870.337.5515x610,847.965.9617,carlos86@madden.com,jaimetapia@beasley.com,http://www.skinner.com/,Chatbot,Closed Won,Performance most structure camera.
252,2xvUc0koQC,Robert Hines,Colton,Stewart,Lynn and Sons,+1-998-524-0919x15813,+1-639-690-4878x609,lacey87@acevedo-marshall.biz,uoneill@gordon-mendoza.com,https://humphrey-suarez.biz/,Facebook Ads,Disqualified,Country church you father respond market live.
253,7Jdgzf22Lu,Amy Waller,Marisa,Moses,Baldwin Group,(429)456-5715x18249,733.568.2929x744,donald65@carney-ho.com,hortonpatricia@shepherd.org,https://santiago.com/,Cold Email,Closed Won,Central body several dark sing tonight drug miss.
254,XZkCJwVM60,Cindy Douglas,Darren,Gaines,James-Sims,+1-664-258-6225x6726,001-816-785-1049x088,ffigueroa@figueroa.com,moratraci+ehamilton@david.info,http://freeman-robinson.net/,Retargeting Ads,Contacted,Entire whether chair board term election today.
255,CNUlLCFqq1,Christian Riley,Carlos,Andersen,Cherry Inc,514.661.4779,(358)363-2177x390,derekcortez@wise.com,uhammond+leblancpedro@nicholson.com,http://velazquez-gay.net/,Cold Call,Qualified,Partner company teach matter.
256,Xdky9g56Hg,Shane Lang,Kevin,Spencer,Rowland LLC,(931)422-0049x997,001-292-806-6207x597,bbass@clark-rios.org,wingram@greene.org,http://www.parsons-chung.com/,Webinars,Proposal Sent,Threat hotel he health heart.
257,RbLjqfAHgO,Charlene Fernandez,Kurt,R.,Hayden PLC,477-850-9951x43264,519-227-4985,adam10@shah.biz,lisaespinoza@gallagher.com,http://cantrell.info/,Google Ads,Closed Lost,Record south it model city coach.
258,W3YwDqtlCW,Chelsey Jordan,Darin,Hooper,Horne-Rangel,964.217.7323,508-256-3061,laceywarren@levy-hale.info,dalton37@rice.com,https://cabrera-blake.com/,Networking Event,Re-engagement,True focus according nor ready.
259,8I4xY5xdsP,Javier Dillon,Dakota,Guerra,Gibson-Harrington,(491)680-3656x733,5256953732,bianca64@ferguson.com,alison42@hanson.com,https://clements.com/,Content Marketing,Qualified,System forget his strong.
260,vlcaH590wU,Mark Randolph,Clifford,O.,Roy-Mclean,+1-907-425-9391x75060,589.219.2347x25413,clifford48+wmorton@cantu-baird.biz,lawrencelynn@burch.com,http://molina.biz/,Referral,Contacted,Water memory room newspaper beat.
261,6AVnAnoSR1,Ralph Shah,Alejandra,Perez,Robbins-Boone,600.340.3319x4578,001-400-515-1116x092,alexandra27@weiss-pearson.com,alexis95@whitney-page.info,https://bryan.com/,Social Media,Qualified,Represent rich fire conference.
262,bC5cjIlDgz,Rebekah Hubbard,Shannon,G.,"Carter, Beasley and Holmes",532-488-7119x29107,342.592.4899x03831,danielle31@melton.com,loriboyer+fkirby@wheeler.com,http://wall-andersen.com/,Content Marketing,Re-engagement,Up now drug street natural they.
263,BigyqcO33j,Kiara Hebert,Julian,Porter,"Garrett, Howell and Salinas",001-617-428-4527x82752,351.850.1691,kristabenson@stafford-haynes.com,daviesjessica@andersen-beck.org,http://estes.net/,Cold Call,Disqualified,Get really nation drop two direction.
264,Vh8I0UT8Va,Jim Carter,Julian,Ford,Valenzuela Group,001-561-435-2852,525.564.9275x0877,cruzolivia@frederick.com,chad46@villa.org,http://mercer.com/,Podcast,On Hold,Nothing push fact rule.
265,DqF8fwzeK0,Victor Camacho,Aaron,Graham,Saunders-Holloway,518-945-0970,(752)696-3120,zsims@knapp.biz,ndurham@lopez-bush.com,https://morton.com/,Referral,Qualified,Economy action dinner attention.
266,QA0PwszhfH,Ian Waters,Dennis,Hampton,Kane-Conley,735-566-7693,(435)305-8219x0019,cameronstuart@newman.com,dwall+alice87@chen.com,https://www.callahan.net/,Google Ads,Proposal Sent,How teacher leader bill carry design nation.
267,Ax8k0y1n0k,Paige Mcconnell,Rachael,Crane,Roberson LLC,(469)927-4071,+1-752-799-0881,fritzshannon@pitts.info,crystal23@pollard-koch.info,http://kent.org/,Cold Call,New Lead,Newspaper southern radio past.
268,sFd91z4cgw,Wyatt Bass,Sara,A.,Compton and Sons,725.532.6474x338,(781)307-2281x6577,terrencewalsh@vaughan.com,nobleyvonne+cuevasdawn@leblanc-odonnell.com,https://www.sloan.com/,Other,Disqualified,Film remain very from.
269,NbZFfo3mH5,Chelsey Cook,Jesus,Foley,"Petersen, Haley and Jenkins",373-239-2235x83329,001-558-612-9304,tbenitez@harding.com,tracidudley@rojas-floyd.com,http://www.harper.biz/,Social Media,On Hold,Middle physical letter toward executive education compare.
270,47SAnFye1L,Sandy Fletcher,Caleb,Everett,Cisneros-Hickman,(499)564-8355x80895,001-987-951-6331x7193,esanchez@whitehead.com,noahjensen@daniel-garcia.net,https://www.blair.com/,Social Media,Contacted,Show soldier claim care energy.
271,ukxVLaNKDq,Seth Wong,Jill,Mcdaniel,"Barber, Stuart and Daniels",203-558-8173x69923,+1-203-499-2590x5216,jennabyrd@cooper.com,edwardnolan@krause-warren.com,https://www.guerrero.net/,LinkedIn Outreach,Closed Lost,Throw your what design region.
272,xalg25c9Ik,Mikayla Melton,Carolyn,L.,"Richardson, Macdonald and Rowe",001-416-800-1807x09865,603-983-0529x94219,janeduran+timothy35@tapia.com,stantonmegan@perry.com,http://oneill.com/,Other,Re-engagement,Discussion respond test although fight.
273,NKw6fQINLL,Bruce Koch,Anne,Hancock,Combs and Sons,954.950.4224,933.449.7289x70041,snowjenna@hahn.info,ross10@zavala.com,http://key-lin.com/,Cold Email,Disqualified,Foot for mention foreign increase whom road.
274,h2gmQM4bKN,Alexandria Riley,Kara,N.,Proctor Ltd,2379342678,(663)581-1034x1862,oscarmoody@wilkins-burnett.org,littlejacqueline@clements.com,https://www.cameron.com/,Trade Show,Qualified,Successful pressure management drop mission.
275,bsugsLPuoq,Shannon Solomon,Caitlin,Kaiser,Nguyen Group,6115772333,979-266-5329x89774,dennis87@fletcher-valencia.com,sabrinaperez@kim.com,https://www.hurst.com/,Webinars,Closed Won,Explain finish fish.
276,msT8TroUeN,Jessica Wallace,Whitney,Lara,Norman Inc,(950)440-8716x44895,(619)249-8362x1341,jorgearnold@calhoun.net,dcarpenter+woodardstefanie@montoya.com,https://www.ashley.biz/,Retargeting Ads,Contacted,Them admit likely.
277,Kvn7o6Vkgr,Tracey Humphrey,Lisa,Cordova,Franco Ltd,930.222.2659x2399,+1-840-404-4458x5799,norrisdominique@cordova.org,thomasshelly@black.info,https://www.day-barber.com/,Chatbot,Proposal Sent,Issue article product bad five.
278,m5VUBIlQiE,Stacy Steele,Michaela,Mclean,Ball-Chung,+1-633-841-7004x71529,001-966-936-1325x15657,gcrane@compton.com,chavezglenda@velasquez-vance.com,https://www.howe.org/,Referral,On Hold,Every whether small home offer.
279,6glXVKCJiu,Shelly Sutton,Grace,Gill,Lloyd-Ramsey,(630)383-7612x2136,+1-986-607-2981x171,isabella79@cummings-kennedy.com,todom@hayden.info,http://harrison-donaldson.com/,Webinars,Contacted,Fly on many present.
280,dVj3jZt2ph,Craig Ray,Shelley,Terrell,"Torres, Spencer and Yoder",001-343-889-2510,7316005455,hurleyjoann@esparza.biz,jhodge@rich.com,http://greer.org/,Cold Email,Contacted,Soldier ten hour plan write.
281,kC9p9WrWMp,Nicholas Hardin,Katelyn,Carroll,Yoder-Wood,(844)768-3858x4440,+1-788-687-1698,byrdblake@lang-saunders.biz,arielfernandez@salas.info,http://alexander.biz/,Webinars,New Lead,Operation figure unit sit.
282,NnStKFrKsA,Paula Preston,Brianna,Everett,"Bush, Morse and Lucero",+1-208-640-9191x49077,886.952.8862x1428,becky42@sanford-schwartz.net,fredericklyons@meza.biz,http://braun.com/,Trade Show,Closed Lost,Soon some stuff brother yes above idea.
283,UScNkOotyb,Dan Mosley,Bridget,Moss,"Yang, Sexton and Hopkins",578.362.9318,(426)810-0988x97451,nina30@montgomery-buck.org,hcarpenter@avery-tyler.com,https://blevins.org/,Purchased List,Closed Lost,Despite sing clearly system.
284,PPJE4ORl9Z,Vicki Chapman,Darren,Kerr,Gomez-Yu,916.626.2199x4555,001-654-930-9389x35561,pbradley@day.biz,sthornton@day.com,https://www.clayton.com/,Content Marketing,Disqualified,Lot find central information situation.
285,Zj9wSslS36,Alice Wilson,Darius,Bird,Tyler-Zimmerman,742.587.3375,+1-943-200-6915x97194,vickicarroll@wang.com,nmora@weeks.com,http://barrera.com/,Content Marketing,Closed Lost,Pm draw one rise matter blood.
286,nGe5732tbG,Kerri Stephens,Omar,Howell,"Hopkins, Mueller and Solis",332-566-2526x475,423.858.8688x4417,nmcclure@allison.info,richardaimee@murphy.net,https://www.smith-hawkins.org/,Cold Call,Contacted,Yet item ok star.
287,66eqquudWe,Sheila Gilmore,Ana,Austin,"Crane, Beasley and Jacobson",904.251.0922x8517,814.714.2273x075,davidchelsea@terry.info,shari70@clements-leonard.com,http://browning.com/,Direct Traffic,Re-engagement,Score system large city.
288,G5eizsimaq,Chris Solis,Justin,Mccann,Wang-Bolton,674.836.5302x718,718-729-3907,omontes@cooke.biz,beckysavage@curry.com,https://kline.com/,Google Ads,Closed Lost,Court against laugh yourself kitchen tree red.
289,NOq0r6JpLW,Shawna Gates,Sophia,Huber,Carr-Chung,604-335-6324x50619,(939)460-9130,riggsbrent@powers.biz,jay83@schmitt.com,https://burch-decker.org/,Content Marketing,Proposal Sent,Unit create nothing.
290,dVj3jZt2ph,Craig Ray,Shelley,T.,"Torres, Spencer and Yoder",7316005455,001-343-889-2510,jhodge@rich.com,hurleyjoann@esparza.biz,http://greer.org/,Cold Email,Contacted,Soldier ten hour plan write.
291,BM57RdQsd6,Natasha Christensen,Wanda,Black,Leach-Watts,(895)705-1189,(761)704-7428,wspears@perez.com,mahoneybriana@ellison.com,http://hanson.com/,Podcast,Closed Won,Write hit campaign pretty value free.
292,RPTI1eVFWH,Stanley Hale,Jane,S.,Bond LLC,+1-843-862-1583x80330,263.685.7588x2835,glennash+ericksonpeter@hall.org,mikemelton@burgess.com,https://www.spears.com/,Networking Event,Proposal Sent,Threat cell race goal.
293,grRRS0BnhF,Clayton Neal,Darin,Winters,Conley-Donaldson,+1-818-549-4110x2631,895-452-4925x71982,hansenveronica@chambers.com,mhodge@roberts.com,http://www.friedman.com/,Referral,Qualified,Director grow picture ago social.
294,MW9oz6cxXQ,Tasha Gomez,April,Charles,"Gould, Greer and Mason",(427)579-3553x66240,001-705-563-1293x06645,karen08@mckay-crawford.com,lauraodom@gonzales.com,https://cline.com/,Website Form,Contacted,Check chance as check section issue.
295,FGGrFbdEaa,Bethany Estrada,Mia,Stark,Dalton LLC,9514040241,959.407.6928x73406,anthony48@graves-flores.com,bryce44@contreras-levine.com,https://costa.net/,Podcast,Negotiation,Environmental lawyer company son certainly need.
296,myB676Lc1h,James Haney,Tami,Anderson,"Whitney, Wu and Harper",(424)558-3379x68909,385-275-7167x1471,cantrellkenneth@bell.org,zcollins@nelson-guerra.com,https://schmidt.info/,Google Ads,Qualified,Herself two dinner quite authority few.
297,8TpUvPoKYF,Kaitlyn Davenport,Bethany,Fry,Weeks PLC,001-731-569-4727x5090,001-991-457-5845x01423,allenkatrina@franklin.org,tommy92@joyce.org,http://www.chaney.com/,Google Ads,Closed Won,Rich continue good from say.
298,CNUlLCFqq1,Christian Riley,Carlos,Andersen,Cherry Inc,514.661.4779,(358)363-2177x390,derekcortez@wise.com,uhammond@nicholson.com,https://velazquez-gay.net/,Cold Call,Qualified,Call majority hour benefit ever mother rise.
299,FmQHr39ff1,Paula Wade,Eric,Cook,"Mathis, Mcmahon and Reeves",001-742-264-2275,584-639-8230x264,ochoagwendolyn@guzman.com,jasmin42@ali-becker.com,https://www.mcintyre-clayton.info/,Cold Call,Proposal Sent,Toward collection theory total.
300,2t6vzukDbG,Doris Day,Mackenzie,Melendez,Norman-Peck,545.824.0845x53416,323.547.6109x9762,boonelatasha@vang.com,kkeller@graves-archer.com,https://noble-morris.biz/,Direct Traffic,On Hold,Dark yet decide purpose simple fall her.
301,jGuZJGvtz4,Judy Novak,Rachel,Wilcox,Foster and Sons,001-353-411-0560,(503)411-8861x2810,kerryhorton@bradley.info,sherri20@freeman.com,http://diaz.net/,Other,New Lead,Second plant financial goal firm buy edge.
302,uefuxnupnF,Judith Mathis,Shaun,Gray,Dominguez-Hooper,5958380052,+1-836-686-6773,herbertwiley@glass-bright.net,ashleymax@serrano.biz,https://hardy-frey.com/,Chatbot,Closed Won,Material card minute product guy ball.
303,a8rmfwQgCJ,Carol Huber,Lisa,D.,Murillo-Burns,458-363-1983x38976,336-249-7299,qmontoya+zbrennan@brown.com,wroach@soto.com,http://george.org/,Cold Email,Contacted,Cause none then.
304,LTvKlJN2x3,Jordan Cherry,Ivan,Barron,Rodgers-Brady,(383)872-3767,655.469.5860,msexton@dunn.com,bowmankaitlin@mitchell.com,http://www.cherry-lester.net/,Trade Show,Proposal Sent,Shoulder take today miss usually.
305,UA4OXHtFrF,Gwendolyn Robertson,Russell,Bowen,"Todd, Simon and Foster",287.335.3800,484.992.0684,lance08@cross.com,ddelgado@combs.com,https://floyd.com/,Partner Program,Qualified,Nice tell respond best indeed.
306,kxGMhcejjy,Kiara Hendricks,Alvin,Robinson,"Henson, Byrd and Wiggins",3146008932,347-607-5022x423,barreraterrance@flowers.info,debra50@hendricks-cantrell.com,https://wilkinson.info/,Content Marketing,Negotiation,Great significant music lay capital part officer.
307,6MiwwXFLtC,Peter Mccullough,Vernon,Werner,Malone-Perkins,618.814.1900x268,001-555-490-5030x2474,pagedaisy@gilbert.com,stacie72@erickson.com,http://fischer.com/,Retargeting Ads,Closed Lost,Use accept return about.
308,PAG8UFH0Au,Candice Marsh,Gabriella,House,Ponce-Finley,(448)519-4276x942,001-442-249-9108x27956,eleon@nielsen.com,marilynlynn@gamble-dodson.com,http://boyle-solis.com/,Webinars,Qualified,Paper street activity apply director trial.
309,47SAnFye1L,Sandy Fletcher,Caleb,E.,Cisneros-Hickman,(499)564-8355x80895,001-987-951-6331x7193,noahjensen+andrew52@daniel-garcia.net,esanchez@whitehead.com,https://www.blair.com/,Social Media,Contacted,Wrong artist media.
310,BUj2HmdkRP,Bob Hansen,Austin,L.,Ryan Group,001-915-797-0248,652.376.4216,jchandler@arellano-lowery.com,csilva@gonzales.info,https://www.mckenzie.com/,Facebook Ads,On Hold,Fast analysis economy.
311,TVqFYdAedM,Alejandro Benton,Joe,Tyler,Chang Ltd,001-694-440-3798x787,357-274-3015x7768,vernonmcbride@rivera.com,kconner@mcgrath.com,http://osborn-ferrell.com/,Other,Qualified,Place include bar away sort.
312,5c2mkeayVS,Melissa Coffey,Colin,Mckenzie,Berger Ltd,989.730.3502,(954)456-8750x93696,alisha42@vasquez.net,kelleylaurie@hess-phelps.info,http://www.faulkner.org/,Cold Email,Closed Won,Customer hear hard call water heavy radio.
313,c4F2dZ7QYI,Dustin Hebert,Ryan,Porter,Harrell-Becker,(589)544-0653x760,387.580.5241x76724,shawncameron@rollins.com,curtisspence@rubio.org,http://taylor.net/,Other,Disqualified,Manager a economy their question cold push.
314,MW9oz6cxXQ,Tasha Gomez,April,C.,"Gould, Greer and Mason",(427)579-3553x66240,001-705-563-1293x06645,lauraodom@gonzales.com,karen08@mckay-crawford.com,https://cline.com/,Website Form,Contacted,Check chance as check section issue.
315,hSIgzG0hk0,Tonya Sanchez,Kelli,Carpenter,"Galloway, Preston and Moody",(652)564-1987x25424,661-359-4803,copelandjim@finley-good.info,jorgeshields@evans.org,http://www.brock.net/,Networking Event,New Lead,Drop someone local.
316,RzMIDimhZl,Tyrone Holmes,Destiny,Robinson,Escobar-Mcintosh,001-836-670-7433,614.434.6876x7133,sweeneytonya@caldwell.com,damonkeller@sanchez.com,https://www.johnston.com/,Google Ads,Contacted,Model oil pressure nearly quality name.
317,fIUzTT0w6s,Stacy Stephenson,Cassidy,S.,Hoffman PLC,319-336-8673,884-668-8738x6207,iwebb@willis.com,russellchelsea+lcannon@downs.com,https://edwards.info/,Organic Search (SEO),Disqualified,Travel year yet garden recently who voice.
318,5gapgFRUJO,Colton Harding,Anna,Reese,"Freeman, West and Gray",+1-345-321-0781x1640,001-753-869-5076x401,aguilarmackenzie@graham-blankenship.org,letom@manning-boone.com,http://carlson.com/,Facebook Ads,New Lead,Real military describe.
